1.288972283983999968e+09,1.000000000000000000e+01,3.443999999999999950e+00,-1.960000000000000075e-01,2.037338699999999836e+00,-7.476918999999999649e-01,-2.421688979999999880e+00,-8.511788099999999524e-01,-2.492233070000000161e+00
1.288972337115999937e+09,9.000000000000000000e+00,3.067000000000000171e+00,-1.660000000000000087e-01,2.320343199999999939e+00,-4.759640000000000093e+00,-2.872788980000000159e+00,-6.876804300000000092e-01,-5.110147170000000294e+00
1.288972139405999899e+09,2.000000000000000000e+01,5.746999999999999886e+00,2.220000000000000029e-01,2.337245400000000028e+00,-2.497346299999999797e+00,9.541963300000000370e-01,4.305629259999999903e+00,2.866632989999999825e+00
1.288972056931999922e+09,1.000000000000000000e+01,2.161999999999999922e+00,-2.010000000000000120e-01,1.217341900000000088e+00,-3.035164799999999996e+00,3.069696330000000195e+00,-8.511788099999999524e-01,-2.492233070000000161e+00
1.288972827497999907e+09,1.900000000000000000e+01,2.056000000000000050e+00,2.819999999999999729e-01,1.130571699999999957e+00,4.185732999999999926e+00,1.681963300000000050e-01,2.965941980000000200e+00,5.095834459999999844e+00
1.288973187964999914e+09,9.000000000000000000e+00,3.665000000000000036e+00,3.260000000000000120e-01,2.416345199999999860e+00,-3.055350900000000092e+00,-2.919388979999999911e+00,-6.876804300000000092e-01,-5.110147170000000294e+00
1.288972298956000090e+09,1.400000000000000000e+01,1.211000000000000076e+00,1.970000000000000084e-01,3.947221000000000202e-01,-9.757590000000000430e-01,1.253096329999999980e+00,4.670283399999999863e-01,1.851188900000000082e-01
1.288972338484999895e+09,9.000000000000000000e+00,2.847999999999999865e+00,-1.749999999999999889e-01,2.118567300000000042e+00,-4.813836900000000085e+00,-2.878888980000000153e+00,-6.876804300000000092e-01,-5.110147170000000294e+00
1.288971958823999882e+09,1.900000000000000000e+01,3.625999999999999890e+00,-1.390000000000000124e-01,3.374871100000000013e+00,1.527343799999999918e+00,1.810196329999999909e+00,2.965941980000000200e+00,5.095834459999999844e+00
1.288972877641000032e+09,1.000000000000000000e+01,3.915999999999999925e+00,1.029999999999999943e-01,2.280863899999999944e+00,-6.180407999999999458e-01,-6.356036699999999540e-01,-8.511788099999999524e-01,-2.492233070000000161e+00
1.288971866148000002e+09,7.000000000000000000e+00,2.673999999999999932e+00,-1.940000000000000058e-01,9.803861000000000381e-01,-4.992367999999999917e+00,1.448696329999999977e+00,1.776484060000000031e+00,-2.443863540000000167e+00
1.288972669072000027e+09,1.500000000000000000e+01,4.831999999999999851e+00,-2.299999999999999961e-02,2.956659300000000101e+00,-2.028511299999999906e+00,-1.518203669999999894e+00,-1.000154959999999926e+00,1.745377899999999982e-01
1.288973060062000036e+09,1.100000000000000000e+01,2.565999999999999837e+00,3.350000000000000200e-01,1.885162699999999969e+00,-2.948011000000000159e+00,-1.171036700000000069e-01,4.420949460000000109e+00,-2.371036440000000134e+00
1.288971857562000036e+09,1.300000000000000000e+01,5.520999999999999908e+00,-2.750000000000000222e-01,9.804357000000000211e-01,-4.992535499999999793e+00,1.448696329999999977e+00,3.079642569999999857e+00,2.494286099999999951e-01
1.288971846026000023e+09,1.300000000000000000e+01,5.520999999999999908e+00,-2.740000000000000213e-01,9.803800999999999766e-01,-4.992433600000000027e+00,1.448796329999999966e+00,3.079642569999999857e+00,2.494286099999999951e-01
1.288972993592000008e+09,1.200000000000000000e+01,3.039000000000000146e+00,4.620000000000000218e-01,1.308885000000000076e+00,-8.988882999999999734e-01,-1.387036700000000011e-01,4.349244780000000254e+00,2.544476199999999855e-01
1.288973158885999918e+09,7.000000000000000000e+00,2.303999999999999826e+00,-4.380000000000000004e-01,4.830219000000000040e-01,-3.388424999999999909e-01,-6.093036699999999639e-01,1.776484060000000031e+00,-2.443863540000000167e+00
1.288972459933000088e+09,8.000000000000000000e+00,2.572000000000000064e+00,-3.750000000000000000e-01,2.169754800000000206e+00,-3.498727900000000002e+00,-2.227036699999999925e-01,4.423301430000000423e+00,-4.981703129999999646e+00
1.288972935009999990e+09,8.000000000000000000e+00,1.645000000000000018e+00,3.370000000000000218e-01,4.006601100000000137e+00,-3.385044100000000000e+00,-1.692788979999999999e+00,4.423301430000000423e+00,-4.981703129999999646e+00
1.288972535137000084e+09,1.200000000000000000e+01,1.627999999999999892e+00,-3.220000000000000084e-01,2.779990000000000183e+00,7.214106000000000130e-01,4.796329999999999691e-03,4.349244780000000254e+00,2.544476199999999855e-01
1.288971917335000038e+09,1.200000000000000000e+01,4.413000000000000256e+00,4.610000000000000209e-01,2.114844499999999794e+00,-3.964212900000000150e+00,5.937963299999999833e-01,4.349244780000000254e+00,2.544476199999999855e-01
1.288972575808000088e+09,1.400000000000000000e+01,1.774999999999999911e+00,3.509999999999999787e-01,7.276760000000000173e-02,1.926963500000000051e+00,-1.674588980000000005e+00,4.670283399999999863e-01,1.851188900000000082e-01
1.288972474236000061e+09,1.500000000000000000e+01,4.333999999999999631e+00,4.380000000000000004e-01,2.990160700000000116e+00,-2.087577500000000086e+00,2.161596330000000066e+00,-1.000154959999999926e+00,1.745377899999999982e-01
1.288972596121000051e+09,1.300000000000000000e+01,2.587000000000000188e+00,-4.399999999999999745e-02,6.218565000000000342e-01,-1.637511000000000105e-01,1.692963299999999949e-01,3.079642569999999857e+00,2.494286099999999951e-01
1.288972771052999973e+09,1.500000000000000000e+01,1.485999999999999988e+00,4.149999999999999800e-01,1.176046000000000036e-01,-8.622239000000000431e-01,1.921196329999999897e+00,-1.000154959999999926e+00,1.745377899999999982e-01
1.288973203078999996e+09,9.000000000000000000e+00,2.262999999999999901e+00,1.590000000000000024e-01,2.048677000000000137e-01,-3.109179300000000090e+00,-2.128088979999999797e+00,-6.876804300000000092e-01,-5.110147170000000294e+00
1.288972288144000053e+09,1.000000000000000000e+01,2.765000000000000124e+00,-2.359999999999999876e-01,1.561814599999999942e+00,-1.162373899999999960e+00,-2.419188979999999933e+00,-8.511788099999999524e-01,-2.492233070000000161e+00
1.288973197532000065e+09,1.000000000000000000e+01,1.899999999999999911e+00,-2.700000000000000178e-01,9.806278000000000494e-01,-3.023581500000000144e+00,3.112696329999999900e+00,-8.511788099999999524e-01,-2.492233070000000161e+00
1.288972501068000078e+09,1.900000000000000000e+01,4.623999999999999666e+00,5.600000000000000117e-02,3.644791899999999973e+00,6.026502999999999721e-01,1.636996330000000111e+00,2.965941980000000200e+00,5.095834459999999844e+00
1.288972460380000114e+09,8.000000000000000000e+00,2.511000000000000121e+00,-3.850000000000000089e-01,2.235129199999999816e+00,-3.514842400000000033e+00,-2.209036699999999964e-01,4.423301430000000423e+00,-4.981703129999999646e+00
1.288972409424999952e+09,1.300000000000000000e+01,2.617999999999999883e+00,-1.970000000000000084e-01,3.213220800000000210e+00,-2.345000499999999821e+00,1.844396329999999917e+00,3.079642569999999857e+00,2.494286099999999951e-01
1.288972240151999950e+09,1.900000000000000000e+01,2.827999999999999847e+00,-3.719999999999999973e-01,1.688084200000000035e+00,2.457468899999999845e+00,1.522796330000000031e+00,2.965941980000000200e+00,5.095834459999999844e+00
1.288971859216000080e+09,7.000000000000000000e+00,2.676000000000000156e+00,-1.940000000000000058e-01,9.804561000000000526e-01,-4.992544099999999929e+00,1.448496329999999999e+00,1.776484060000000031e+00,-2.443863540000000167e+00
1.288971929707000017e+09,1.300000000000000000e+01,3.116999999999999993e+00,2.429999999999999938e-01,3.494685299999999994e+00,-2.804835600000000095e+00,1.441796330000000070e+00,3.079642569999999857e+00,2.494286099999999951e-01
1.288971903131000042e+09,1.300000000000000000e+01,5.413999999999999702e+00,-2.810000000000000275e-01,9.958375999999999895e-01,-4.875136200000000031e+00,1.444396330000000006e+00,3.079642569999999857e+00,2.494286099999999951e-01
1.288972834568000078e+09,2.000000000000000000e+01,2.327999999999999847e+00,-4.670000000000000262e-01,2.283846899999999902e+00,4.097423199999999710e+00,2.029596329999999949e+00,4.305629259999999903e+00,2.866632989999999825e+00
